id,title,wikipedia_url,birth_date,death_date,influenced_by,influenced,period_life,school_teaching
29476,"Дидро, Дени",https://ru.wikipedia.org/wiki/Дидро%2C_Дени,5 октября 1713(1713-10-05)[1][2][…],31 июля 1784(1784-07-31)[1][2][…] (70 лет),"Аристотель, Бенедикт Спиноза и Вольтер",,,
29556,"Монтескьё, Шарль Луи де",https://ru.wikipedia.org/wiki/Монтескьё%2C_Шарль_Луи_де,18 января 1689(1689-01-18),10 февраля 1755(1755-02-10) (66 лет),,,,
30279,"Лаас, Эрнст",https://ru.wikipedia.org/wiki/Лаас%2C_Эрнст,16 июня 1837(1837-06-16),25 июля 1885(1885-07-25) (48 лет),,,,
30336,Пьер Абеляр,https://ru.wikipedia.org/wiki/Пьер_Абеляр,1079(1079),21 апреля 1142(1142-04-21),,,,схоластика
30571,Сигер Брабантский,https://ru.wikipedia.org/wiki/Сигер_Брабантский,40-е. г. XIII в.,начало 80-х XIII в.,"Аристотель, Аверроэс",,,
30835,"Шпенглер, Освальд",https://ru.wikipedia.org/wiki/Шпенглер%2C_Освальд,29 мая 1880(1880-05-29)[1][2][…],8 мая 1936(1936-05-08)[3][1][…] (55 лет),"Гераклит, Тацит, Гёте, Гегель, Шопенгауэр, Мах, Лебон, Риль, Фридрих Ницще, Фробениус, Зомбарт, Лассаль, Вико, Данилевский, Мейер","Адорно, Витгенштейн, Фрай, Хаусхофер, Юнгер, Кеннан, Мамфорд, Хосе Ортега-и-Гассет, Хёйзинга, Тоинби, Сорокин, Фуко, Штраус,  Вригг, Эвола",,
30860,"Галилей, Галилео",https://ru.wikipedia.org/wiki/Галилей%2C_Галилео,,,,,,
31358,"Мамардашвили, Мераб Константинович",https://ru.wikipedia.org/wiki/Мамардашвили%2C_Мераб_Константинович,15 сентября 1930(1930-09-15)[1][2],25 ноября 1990(1990-11-25)[1][2] (60 лет),"Сократ, Р. Декарт, И. Кант, К. Маркс, М. Пруст, Э. Гуссерль, Т. И. Ойзерман","М. К. Рыклин, Ю. П. Сенокосов, В. А. Подорога, В. П. Лукин, В. И. Слободчиков, А. Г. Машевский, С. В. Аржанухин, В. В. Калиниченко, В. В. Петухов",философия XX века,"советская философия, рационализм"
31639,"Баадер, Франц Ксавер фон",https://ru.wikipedia.org/wiki/Баадер%2C_Франц_Ксавер_фон,27 марта 1765(1765-03-27)[1][2][…],23 мая 1841(1841-05-23)[1][2][…] (76 лет),,Франц Карл Гофман[3],,
31808,"Баумгартен, Александр Готлиб",https://ru.wikipedia.org/wiki/Баумгартен%2C_Александр_Готлиб,17 июля 1714(1714-07-17),27 мая 1762(1762-05-27) (47 лет),"Готфрид Лейбниц, Христиан Вольф",,,
31901,"Бабёф, Гракх",https://ru.wikipedia.org/wiki/Бабёф%2C_Гракх,23 ноября 1760(1760-11-23),27 мая 1797(1797-05-27) (36 лет),"Руссо, Мабли, Э.-Г. Морелли",,,
32090,"Валери, Поль",https://ru.wikipedia.org/wiki/Валери%2C_Поль,30 октября 1871(1871-10-30),20 июля 1945(1945-07-20) (73 года),,,,
32280,"Радищев, Александр Николаевич",https://ru.wikipedia.org/wiki/Радищев%2C_Александр_Николаевич,20 (31) августа 1749[1][2][…],12 (24) сентября 1802[1][2][…] (53 года),,,,
32570,Вольтер,https://ru.wikipedia.org/wiki/Вольтер,21 ноября 1694(1694-11-21),30 мая 1778(1778-05-30) (83 года),"Паскаль, Марк Туллий Цицерон, Лукиан, Бейль, Ибн Туфайль, Мальбранш, Сент-Джон, Заратуштра, Конфуций, Сервантес, Шекспир, Расин, Платон, Локк, Ньютон",,эпоха Просвещения,
32772,"Галеви, Иехуда",https://ru.wikipedia.org/wiki/Галеви%2C_Иехуда,ок. 1075,1141(1141),,,,
33195,Дион Хрисостом,https://ru.wikipedia.org/wiki/Дион_Хрисостом,,,,,,
33293,"Ибн Габироль, Шломо",https://ru.wikipedia.org/wiki/Ибн_Габироль%2C_Шломо,"около 1021[1][2][…], 1020[3] или 1021","около 1058[3], около 1057[3] или 1070",,,,
33810,"Дильтей, Вильгельм",https://ru.wikipedia.org/wiki/Дильтей%2C_Вильгельм,19 ноября 1833(1833-11-19)[2][3][…],1 октября 1911(1911-10-01)[2][3][…] (77 лет),"И. Кант, Ф. Шлейермахер, Гегель, Дж. С. Милль","М. Шелер, К. Ясперс, М. Хайдеггер, Георг Миш, Х. Ортега-и-Гассет, Г. Г. Гадамер, Г. Ноль,  Ю. Хабермас",Философия XX века,"философия жизни, герменевтика"
34186,"Витгенштейн, Людвиг",https://ru.wikipedia.org/wiki/Витгенштейн%2C_Людвиг,26 апреля 1889(1889-04-26),29 апреля 1951(1951-04-29) (62 года),"А. Августин, И. Кант, О. Вайнингер, Дж.Э. Мур, С. Кьеркегор, Б. Рассел, А. Шопенгауэр, Г. Фреге, Ф. Рамсей","Э. Энском, Г. фон  Вригт, Д. Деннет, С. Крипке, Н. Малкольм, Дж. Остин, Дж. Сёрль, Г. Райл, Р. Рорти, Дж. Уиздом, Дж. Хадсон, Б. Рассел",философия XX века,Аналитическая философия
34228,"Зиновьев, Александр Александрович",https://ru.wikipedia.org/wiki/Зиновьев%2C_Александр_Александрович,29 октября 1922(1922-10-29),10 мая 2006(2006-05-10) (83 года),"Гегель, Токвиль, Маркс, Гюго, Лермонтов, Герцен, Чернышевский","Георгий Щедровицкий, Борис Грушин, Александр Ивин, Юрий Левада, Юн Эльстер, Вадим Цымбурский, Абдусалам Гусейнов, Андрей Фурсов",философия XX века,
34464,"Гоббс, Томас",https://ru.wikipedia.org/wiki/Гоббс%2C_Томас,5 апреля 1588(1588-04-05)[1][2][…],4 декабря 1679(1679-12-04)[1][2][…] (91 год),"Платон, Аристотель, Гроций, Фрэнсис Бэкон","Джон Локк, Жан-Жак Руссо",XVII век,"Эмпиризм, Общественный договор"
34633,Льюис Кэрролл,https://ru.wikipedia.org/wiki/Льюис_Кэрролл,27 января 1832(1832-01-27)[1][2][…],14 января 1898(1898-01-14)[1][2][…] (65 лет),,,,
34870,"Локк, Джон",https://ru.wikipedia.org/wiki/Локк%2C_Джон,29 августа 1632(1632-08-29),28 октября 1704(1704-10-28) (72 года),"Платон, Аристотель, Фома Аквинский, Декарт, Гоббс","Беркли, Юм, Кант, и многие политические философы после него, особенно основатели США, Шопенгауэр",Философия XVII века,британский эмпиризм
35382,Евдокс Книдский,https://ru.wikipedia.org/wiki/Евдокс_Книдский,,,,,,
35404,Евклид из Мегары,https://ru.wikipedia.org/wiki/Евклид_из_Мегары,около 450 года до н. э.,между 369 и 366 годами до н. э.,"Элеаты, Сократ","Ихтий[англ.], Евбулид, Клиномах, Стильпон, Пасикл[англ.]",,Мегарская школа
35457,"Кун, Томас",https://ru.wikipedia.org/wiki/Кун%2C_Томас,18 июля 1922(1922-07-18)[1][2][…],17 июня 1996(1996-06-17)[2][3][…] (73 года),"К. Г. Гемпель, Ж. Пиаже, М. Полани","П. Фейерабенд, М. Ротбард (и многие последующие философы науки), Джон Форрестер[4]",Философия XX века,Аналитическая философия
35564,Евбулид,https://ru.wikipedia.org/wiki/Евбулид,IV век до н. э.,IV век до н. э.,,,,мегарская
35566,Эвандр из Фокиды,https://ru.wikipedia.org/wiki/Эвандр_из_Фокиды,III век до н. э.,II век до н. э.,,,эллинизм,
35966,"Конт, Огюст",https://ru.wikipedia.org/wiki/Конт%2C_Огюст,19 января 1798(1798-01-19),5 сентября 1857(1857-09-05) (59 лет),"Анри Сен-Симон, Анн Робер Жак Тюрго, М. Ж. А. Н. Кондорсе, Дэвид Юм[1]","Дж. С. Милль, Г. Спенсер, И. Тэн, Г. Т. Бокль, Э. Литтре и др.[1]",XIX век,
